35,Sharp,2371,,92,6900019x,,,,12,
36,Sharp,1875,,92,69004653,,,,12,
37,Sharp,1875,,92,69015447,,,,12,
38,Epson,P.C. & Till 10,,92,,,,,12,
39,Epson,Printer,,92,,,,,12,
40,Uniwell,Sys 17 & Comms,,92,74183407,,,,12,
41,Sharp,1017,,92,391044,,,,12,
42,Sharp,1017,,92,6900159Y,,,,12,
43,Sharp,1910,,92,79004569,,,,12,
44,Samsung,1805,,92,11050367,1,,,12,
45,Sharp,3110 Cash Register,,92,,1,,09/01/1999 00:00:00,12,
46,Sharp,3110 Cash register,,92,,1,,09/01/1999 00:00:00,12,
47,Sharp,ERA 250,,92,3801061X,,,03/25/1994 00:00:00,12,
48,Sharp,1910,,92,89011660,,,,12,
49,Sharp,4630 (See Notes),,92,,,,,12,
50,Sharp,4630,,92,,,,,12,
51,Sharp,4630,,92,,,,,12,
52,Uniwell,Sys 16A C3,,92,08165604,,,,12,
53,Uniwell,Sys 3,,92,,,,,12,
54,Sharp,1920,,92,79006012,,,,12,
55,Uniwell,4000,,92,50746805,,,09/05/1995 00:00:00,12,
56,Samsung,1805,,92,11050332,,,,12,
57,Uniwell,Sys 3 (S/Hand),,92,74158507,1,,,12,
58,Uniwell,Sys U-100,,92,701042,,,,12,
59,Sharp,1017,,92,89001875,,,,12,
60,Meto Marksman,71L Scale,,92,135067,,,,12,
61,Sharp,1910,,92,89012150,,,,12,
62,Sharp,1910,,92,89009668,,,,12,
63,Samsung,Computer 3000,,92,,,,,12,
64,Uniwell (Out of hours),UX 50  - 2,,92,31200568,1,,03/11/1994 00:00:00,12,
65,Uniwell (Out of Hours),UX 50  - 2,,92,31200578,1,,03/11/1994 00:00:00,12,
66,Uniwell (Out of Hours),UX 50  - 2,,92,31100322,1,,03/24/1994 00:00:00,12,
67,Uniwell (Out of hours),UX 50  - 2,,92,31200556,1,,03/24/1994 00:00:00,12,
68,"1/3""  Mono Camera (Out of hour",in PIR Case,,92,VC490,2,,09/13/1996 00:00:00,12,
69,"1/3"" Mono Camera (Out of hours",in PIR Case,,92,VC491,2,,09/13/1996 00:00:00,12,
70,"1/3"" Mono Camera (Out of hours",in PIR Case,,92,VC492,2,,09/13/1996 00:00:00,12,
71,"1/3"" Mono Camera",in PIR Case,,92,VC493,2,,09/13/1996 00:00:00,12,
72,Sony 944p  (Out of hours),24 hr Video Recorder,,92,76110289,2,,09/13/1996 00:00:00,12,
73,"17""  Mono (Out of hours)",Monitor,,92,6050096,2,,09/13/1996 00:00:00,12,
74,Cashscan (Out of hours),for UX50,,92,VC495,2,,09/13/1996 00:00:00,12,
75,Cashscan (Out of hours),for UX50,,92,VC496,2,,09/13/1996 00:00:00,12,
76,Cashscan (Out of hours),for UX50,,92,VC497,2,,09/13/1996 00:00:00,12,
77,Cashscan (Out of hours),for UX50,,92,VC498,2,,09/13/1996 00:00:00,12,
78,8 Camera (Out of hours),Multiplexor,,92,VC283,2,,09/13/1996 00:00:00,12,
79,Osicom,Pentium III Computer,,92,T450EG5B9138168 (ST3532),3,,09/09/1999 00:00:00,12,
80,Osicom,"15"" Monitor",,92,MER5J8002595 (ST3533),5,,09/09/1999 00:00:00,12,
81,Osicom,Speakers,,92,Z907173474 (ST3533A),5,,09/09/1999 00:00:00,12,
82,Canon,Printer,,92,990320TTS,5,,09/09/1999 00:00:00,12,
83,Uniwell,NA720 Adaptor,,92,90302622 (ST3551),5,,09/09/1999 00:00:00,12,
84,Sharp (See Notes),1770,,92,,1,,,12,
85,Sharp,1770,,92,,,,,12,
86,Sharp,1770,,92,,,,,12,
87,Sharp,1772,,92,,,,,12,
88,Omron,1008,,92,400790149,1,,03/15/1994 00:00:00,12,
89,Omron,1008,,92,300990630,1,,03/15/1994 00:00:00,12,
90,Omron,RS 1008,,92,300990624,1,,03/15/1994 00:00:00,12,
91,Langley,Fujitsu 820 Cash Register,,92,001311 (ST3147),1,,06/22/1998 00:00:00,12,
92,Langley,Fujitsu 820 Cash Register,,92,001198 (ST3148),1,,06/22/1998 00:00:00,12,
93,Sharp,1772,,92,,,,,12,
94,Sharp,4630,,92,,,,,12,
96,0,,,92,,,,,12,
97,0,,,92,,,,,,
98,Uniwell,SX330,,92,,1,,09/01/2001 00:00:00,12,
99,Geller,ET6600,,92,5034681,1,,03/20/1997 00:00:00,12,
100,Geller,ET6600,,92,5033966,1,,03/20/1997 00:00:00,12,
101,Sharp,2370,,92,79000779,,,,12,
102,Sharp,2370,,92,39001500,,,,12,
103,Decimo,204 HP,,92,,,,,12,
104,Sharp,1910,,92,89003565,,,,12,
105,Sharp,1075,,92,,,,,12,
106,Sharp,2908 & Slip,,92,59001188,,,,12,
107,Uniwell,Sys 16,,92,74522210,,,,12,
108,Uniwell,Sys 16,,92,74522710,,,,12,
109,Uniwell,Sys 16,,92,74522910,,,,12,
110,Uniwell,Sys 16,,92,74522810,,,,12,
111,Uniwell,Sys 16,,92,,,,,12,
112,Uniwell,Sys 15a,,92,63445710,,,,12,
113,Uniwell,Sys 15a,,92,63445910,,,,12,
114,Uniwell,Sys 15a,,92,9716690,,,,12,
115,Uniwell  S/H,Sys 15,,92,,,,01/14/1994 00:00:00,6,
116,Uniwell  S/H,Sys 15,,92,,,,01/14/1994 00:00:00,6,
117,Uniwell  S/h,Sys 15,,92,,,,01/14/1994 00:00:00,6,
118,Uniwell  S/h,Sys 15,,92,,,,01/14/1994 00:00:00,6,
119,Sharp,1772,,92,99001942,,,,12,
120,Sharp,1772,,92,99001908,,,,12,
121,Tec,MA 135,,92,,1,,01/30/1996 00:00:00,12,
122,Sharp,1772(See Notes),,92,,,,,12,
123,Sharp,1772,,92,,,,,12,
124,Sharp,1772,,92,,,,,12,
125,Sharp,1772S,,92,,,,,12,
128,Sharp,2370,,92,,,,,12,
129,Sharp,1875,,92,,1,,,12,
130,Sharp,1875,,92,,1,,,12,
131,Uniwell,4000,,92,,1,,,36,
132,Sharp,1076,,92,89001113,,,,12,
133,Uniwell,Sys 16a,,92,85443205,,,,12,
134,Uniwell,Sys 16a,,92,85359204,,,,12,
135,Sharp,1077,,92,19003072,,,,12,
136,Sharp,1910,,92,,1,,,12,
137,Uniwell,Sys 17,,92,,1,,,12,
138,Uniwell,Sys 17,,92,,1,,,12,
140,,,,92,,,,,,
141,Sharp,1772,,92,89003341,,,,12,
142,Sharp,1076,,92,7900359Y,,,,12,
143,Sharp,1075,,92,,,,,12,
144,Sharp,1875,,92,5910716,,,,12,
145,Uniwell,128,,92,702674,,,,12,
146,Uniwell (See Notes),Sys 15,,92,,1,,,12,
147,Uniwell,Sys 15,,92,,1,,,12,
148,Uniwell,Sys 15,,92,,1,,,12,
155,Uniwell Out of Hrs,UX750 cash register,,92,80624604 (ST3164),1,,08/11/1998 00:00:00,12,
156,Uniwell Out of Hrs,UX750 Cash Register,,92,80624606 (ST3166),1,,08/10/1998 00:00:00,12,
157,Uniwell Out of hrs,NA710 adaptor,,92,80601651 (ST3169),5,,08/10/1998 00:00:00,12,
158,Uniwell Out of hrs,A.S.P. CBM 231 Printer,,92,9861005 (ST3165),1,,08/10/1998 00:00:00,12,
159,Sharp,1910,,92,89012089,1,,,12,
160,Samsung,200,,92,01050532,,,,12,
163,Uniwell,4325,,92,22430312,1,,,12,
164,Uniwell,4325,,92,22431712,1,,,12,
165,Uniwell,4325,,92,22455612,1,,,12,
166,Sharp,1017,,92,89002425,,,,12,
167,Sharp (See Notes),3100,,92,89021978,,,,12,
168,Sharp,3100,,92,89021598,,,,12,
169,Sharp,6745,,92,,,,,12,
170,Uniwell,Sys 3330 Scan,,92,07823102,,,,12,
171,Sharp,1875,,92,63090007,1,,,12,
172,Sharp,1017,,92,80001875,,,,12,
173,Sharp,4630,,92,,,,,12,
174,Sharp,4630,,92,,,,,12,
175,Keypos,451,,92,91130491,,,,12,
176,Sharp,3630,,92,,,,,12,
177,Sharp,3630,,92,,,,,12,
178,Uniwell,Sys 16,,92,97541512,1,,03/20/1996 00:00:00,12,
179,0000,,,92,,1,,,12,
181,0000,,,92,,1,,,12,
182,0000,,,92,,1,,,12,
183,GELLOR,ET 6600,GELLOR,92,5012096,1,,,12,
184,0000,,,92,,1,,,12,
185,0000,,,92,,1,,,15,
188,Uniwell,UX50,,92,60914636 (ST2790),1,,01/15/1997 00:00:00,12,
189,Uniwell,UX50,,92,60914635 (ST2789),1,,01/15/1997 00:00:00,12,
190,Uniwell,UX50,,92,60914627 (ST2788),1,,01/15/1997 00:00:00,12,
214,Uniwell,Stockmaster Software Lite,,92,Lic: 9120,4,,12/12/1999 00:00:00,12,
215,PC World,Hewlett Packard C6450A printer,,92,ES980181GP (ST3605),5,,12/13/1999 00:00:00,12,
219,Monitor,1 DH,,92,,,,,12,
220,Tec,MA 135,,92,,,,,12,
221,Samsung,200,,92,83050668,,,,12,
222,Keypos,451,,92,81230150,,,04/07/1995 00:00:00,3,
223,Samsung,200,,92,05050295,,,,12,
224,Keypos,451,,92,81230206,,,,12,
226,,,,92,,,,,12,
227,Gold,,,92,601962D,1,,,12,
228,Tec,MA 2847,,92,79011623,,,,12,
229,Sharp,1772s,,92,,1,,,12,
230,Sharp,3100,,92,79006933,,,,12,
231,Uniwell,Sys 16a,,92,85359004,1,,,12,
232,Uniwell,Sys 16a,,92,85358404,1,,,12,
233,Uniwell,Sys 16a,,92,8535920,1,,,12,
234,Keypos,408,,92,90270060,,,,12,
235,Sharp,2908,,92,79000146,,,,12,
236,Tec,MA 115,,92,81405,,,,12,
237,Uniwell,Sys 17,,92,63434110,,,,12,
238,Uniwell,Sys 17,,92,63331509,,,,12,
239,Uniwell,Sys 16 & Slip P.,,92,7375610,,,,12,
240,Epson,Computer,,92,,,,,12,
241,Uniwell,Tillmaster One,,92,,,,,12,
242,Multiplexer,,,92,,,,,12,
243,Keypos,122,,92,90510399,,,,12,
244,Uniwell,Sys 17C2&Slip (Notes,,92,74183007,1,,,12,
245,Uniwell,Sys 17 C2 & Slip,,92,741833507,1,,,12,
246,Goldstar 286Computer,GS 212,,92,101003875,3,,,12,
247,Uniwell,Multiplexer,,92,,1,,,12,
248,Tillmaster,20,,92,,4,,,12,
249,Dot Matrix,Printer,,92,,3,,,12,
250,Sharp,2371,,92,5900061Y,1,,,12,
251,Sharp,4630,,92,,,,,12,
252,Sharp,4630,,92,,,,,12,
253,Sharp,2770,,92,,,,,12,
254,Sharp S/h,4630,,92,59000478,,,,12,
255,Omron,ECR 2410,,92,500230060,,,09/02/1994 00:00:00,12,
256,Omron,ECR 2410,,92,500230060,,,09/02/1994 00:00:00,12,
257,Sharp,1076,,92,69017562,,,,12,
258,Sharp,1772,,92,59001559,,,,12,
259,Sharp,2370,,92,,,,,12,
260,Sharp,2370,,92,,,,,12,
261,Sharp,ER 1772 (See Notes),,92,0900020Y,,,,12,
262,Uniwell,Sys 3A,,92,63512411,,,,12,
263,Keypos,451,,92,,,,,12,
264,Sharp,1910,,92,,,,,12,
265,Tec,MA 135,,92,,,,,12,
266,Tec,MA 135,,92,,,,,12,
267,Sharp,2908 (See notes),,92,69001444,,,,12,
268,Sharp,2908,,92,69001404,,,,12,
269,Testut,Scales,,92,,5,,,12,
270,Uniwell,Sys 16,,92,73756402,,,,12,
271,Sharp,4633,,92,,,,,12,
272,Uniwell,UX50-02,,92,40100725,1,,04/28/1995 00:00:00,12,
273,Samsung,200,,92,01030436,,,,12,
274,Uniwell,Sys 17 (see Notes),,92,96660602,1,,,12,
275,Uniwell,Sys 17,,92,96661202,1,,,12,
276,Sharp,1076,,92,79002500,,,,12,
277,Sharp,4630,,92,,,,,12,
278,Keypos,451,,92,81230215,,,,12,
279,Olympia,720 Cash Register,,92,89502082,1,,04/04/1996 00:00:00,12,
280,Sharp Microwave,2370,,92,,,,,12,
281,Sharp,1772,,92,,,,,12,
282,Keypos,451,,92,81230207,1,,,12,
283,Keypos,451,,92,81230192,,,,12,
284,Keypos,400,,92,90260041,,,,12,
285,Keypos,124,,92,80720063,,,,12,
286,Keypos,452,,92,,,,,36,
287,Keypos,122,,92,81010191,,,,12,
288,Keypos,122,,92,90510463,,,,12,
289,Sharp,2370,,92,39001652,,,,12,
290,Uniwell,Sys 16a,,92,,,,,12,
291,Uniwell,Sys 16a,,92,96749503,,,,12,
292,Sharp,Microwave,,92,90101406,,,,12,
293,Uniwell,TPA420 Kitchen Print,,92,40101173,,,02/21/1994 00:00:00,12,
294,Uniwell,UX 50 Cash Register,,92,31000079,,,02/21/1994 00:00:00,12,
295,Tillmaster,10,,92,,,,,12,
296,Multiplexer,X 2,,92,,,,,12,
297,Hand Scanner,,,92,,,,,12,
298,Scanners X 5,Flat Bed,,92,,,,,12,
299,Uniwell,Sys 17,,92,63331309,1,,,12,
300,Uniwell,Sys 17,,92,63331409,1,,,12,
301,Uniwell,Sys 17,,92,63331209,1,,,12,
302,Uniwell,Sys 17,,92,73929804,1,,,12,
303,Uniwell,Sys 17,,92,,1,,,12,
304,Sharp,ER 1921,,92,29000432,,,,12,
305,Keypos,6800 (See Notes),,92,900885,,,,12,
306,Uniwell,System 3335 IF30,,92,10232708,1,,,12,
307,Sprectra Physics,SLE850 Scanner,,92,,,,,12,
308,Optimum & Monitor,386SX/40MB,,92,9000057,3,,11/17/1993 00:00:00,12,
309,Electrowide,SX386,,92,M830720,3,,12/16/1993 00:00:00,12,
310,Teco,VP1840,,92,,,,,12,
311,Epson,LX80 Printer,,92,,,,,12,
312,Sharp,1920,,92,79002709,1,,,12,
313,Uniwell,Sys 16a,,92,96758703,,,,12,
314,Sharp,4630,,92,59000332,,,,12,
315,Samsung,200,,92,05050697,,,,12,
316,Sharp (See Notes),ER-1077,,92,19001916,,,,12,
317,Sharp,1875,,92,,,,,12,
318,Samsung,1805,,92,12050552,,,,12,
319,Uniwell,Sys 16a (See Notes),,92,97222308,,,,12,
320,Uniwell,Sys 16a,,92,97222608,,,,12,
321,Uniwell,Sys 16a,,92,97222808,,,,12,
322,Uniwell,Sys 16a,,92,97222908,,,,12,
324,UNIWELL,4000,,92,,,,,12,
325,exp,,,92,,,,,12,
326,Uniwell,4000,,92,50305876,1,,07/27/1995 00:00:00,12,
327,Sharp,1875,,92,3900466Y,,,,12,
328,Keypos,451,,92,907030347,,,,12,
329,Keypos,452,,92,90540206,,,,12,
330,Keypos,400,,92,90260096,1,,,12,
331,Sharp,1910,,92,99000431,,,,12,
332,Uniwell,Sys 25,,92,,,,,12,
333,Keypos,122,,92,90510460,,,,12,
334,Keypos,122,,92,90510372,,,,12,
335,Four Way,Idas(See Notes),,92,,,,,12,
336,Uniwell (See Notes),Sys 17,,92,96769803,,,,12,
337,Uniwell,Sys 17,,92,,1,,,12,
338,Uniwell,Sys 17,,92,,1,,,12,
339,Uniwell,RS232 Board,,92,,,,,12,
340,Uniwell,RS232 Board,,92,,,,,12,
341,Uniwell,RS232 Board,,92,,,,,12,
342,Uniwell,Four Way M`Plexer,,92,,,,,12,
343,Leisurequest,Software,,92,,,,,12,
344,Tillmaster 4,Software,,92,,,,,12,
345,Pace Linnet,Modem,,92,,,,,12,
346,Sharp,1076,,92,89002221,,,,12,
350,Keypos,408,,92,90270059,,,,12,
352,Uniwell,NX5400,Uniwell,1,,1,,10/31/1995 00:00:00,12,
353,Sharp,4100,,92,99000211,,,,12,
354,Sharp,4100,,92,99000301,,,,12,
355,Sharp,Kitchen Printer,,92,8900004,,,,12,
356,Uniwell  (Shop),Sys 17,,92,84962601,1,,,12,
357,Wyse 2112,40MB Computer,,92,,3,,,12,
358,Uniwell (Shop),UX43 Cash register,,92,83100228 (ST2814),1,,02/16/1999 00:00:00,6,
359,Uniwell (See Notes),Sys 4000 Raised Keys,,92,08846609,,,,12,
360,Sharp,1875,,92,,,,,12,
361,Sharp,1772S,,92,99000271,,,,12,
362,Sharp,1772S,,92,99001612,,,,12,
363,Uniwell,Sys 1315,,92,09206812,,,,12,
364,Uniwell,Sys 15,,92,63090007,,,,12,
365,Keypos,122,,92,90210262,,,,12,
366,Keypos,122,,92,90210271,,,,12,
367,Uniwell (Bar/Cafe),Sys 16 & Rs 232,,92,97639912,1,,,12,
368,Uniwell (Bar/Cafe),Sys 16 & RS 232,,92,97643112,1,,,12,
369,Uniwell (Bar/Cafe),Sys 16 & RS 232,,92,9763381,1,,,12,
370,Epson 4100,Lazer Printer,,92,4550002276,5,,,12,
371,Uniwell (Caldcot),Sys 17,,92,,1,,01/30/1996 00:00:00,12,
372,Hewlett Packard,Printer,,92,,5,,,12,
373,Uniwell,4325 Config B,,92,32510401,1,,03/30/1993 00:00:00,12,
374,Uniwell,4325  Config B,,92,32511101,1,,03/30/1993 00:00:00,12,
375,Optimum,386SX 40MHz FLOPPY,,92,386SX4001,3,,03/30/1993 00:00:00,12,
376,Optimum,Monitor,,92,H2LBC01936,3,,03/30/1993 00:00:00,12,
377,Optimum,386SX 40MHz FLOPPY,,92,386SX4002,3,,03/30/1993 00:00:00,12,
378,Optimum,386DX 180MB  HD,,92,386DX4001,3,,03/30/1993 00:00:00,12,
379,Optimun,386SX 40MHz FLOPPY,,92,386SX4003,3,,03/30/1993 00:00:00,12,
380,Optimum,Monitor,,92,H2LBC01812,3,,03/30/1993 00:00:00,12,
381,Optimun,Monitor,,92,H8YB500174,3,,03/30/1993 00:00:00,12,
382,Optimun,Monitor,,92,H2LBC01169,,,03/30/1993 00:00:00,12,
383,Uniwell,Multiplexer 4 way,,92,,5,,03/30/1993 00:00:00,12,
384,D. Link Network,Cards  x  4,,92,,5,,03/30/1993 00:00:00,12,
385,Netware 3.11 Novel,,,92,,4,,03/30/1993 00:00:00,12,
386,Microsoft Works,Multi User,,92,,4,,03/30/1996 00:00:00,12,
387,Tillmaster 4,Software,,92,,4,,03/30/1993 00:00:00,12,
388,Epos Manager,Software,,92,,4,,03/30/1993 00:00:00,12,
389,Leisurequest,Software,,92,,4,,03/30/1993 00:00:00,12,
390,Compact Contura,Notebook 4/33,,92,7420HJF47737,3,,04/13/1995 00:00:00,12,
391,486DX2-66 8RAM 540HD,Computer,,92,S9510130,3,,04/27/1995 00:00:00,12,
392,"14"" SVGA Colour",Monitor,,92,,3,,04/27/1996 00:00:00,12,
393,Cannon BJC 4000,Printer,,92,,5,,04/27/1995 00:00:00,12,
394,Keypos,451,,92,91130424,,,,12,
395,Sanyo,ECR 165,,92,93604482,,,,12,
396,Sharp,ER 1875,,92,,,,,12,
397,Keypos,122,,92,90510467,,,,12,
398,Uniwell,4000,,92,,1,,09/01/2000 00:00:00,12,
399,Keypos,451,,92,91130379,,,,12,
400,Uniwell,1365,,92,,1,,,12,
401,Goldstar,GT212/286 & Mon,,92,,3,,,12,
402,Panasonic,Dot Matrix Printer,,92,,3,,,12,
403,Uniwell,RS232,,92,,1,,,12,
404,Cashscan,Uniwell Sys 16,,92,VC367,5,,03/14/1996 00:00:00,12,
405,Uniwell (Reception),UN7000 Cash register,,92,70919963 (ST2983),1,,11/07/1997 00:00:00,12,
406,Software,Hospitality software,,92,,4,,07/19/1997 00:00:00,12,
407,Uniwell,UN7000 cash register,,92,70919965 (ST2984),1,,11/07/1997 00:00:00,12,
408,Uniwell,UN7000 cash register,,92,71020059 (ST2988),1,,11/07/1997 00:00:00,12,
409,Uniwell,UN7000  Cash register,,92,70919966 (ST2982),1,,11/07/1997 00:00:00,12,
410,Atlantic,166 Pentium computer,,92,ST3003,3,,11/20/1997 00:00:00,12,
411,Atlantic,"14"" Monitor",,92,733018L00322849B (ST3004),5,,11/20/1997 00:00:00,12,
412,Software,Stockmaster windows software,,92,,4,,11/20/1997 00:00:00,12,
413,Omega,Ditto max external back-up dri,,92,UC0808C2LS,5,,08/26/1999 00:00:00,12,
414,Uniwell,Sys 16a,,92,97553512,,,,36,
415,Keypos,451,,92,81230201,,,,12,
416,Sharp,1017,,92,79002823,,,,12,
417,Sharp,1875,,92,59005184,,,,12,
418,Sharp,1772,,92,89001670,,,,12,
419,Sharp,3100,,92,79008623,,,,12,
420,Samsung,1805,,92,12050420,,,,12,
421,Sharp,4633,,92,,,,,12,
422,Uniwell,UX50-02,,92,31100330,1,,08/15/1995 00:00:00,12,
423,Sharp,1910,,92,79001699,,,,12,
424,Keypos,408,,92,90270091,,,,12,
425,Sharp,4630  (See Notes),,92,69000275,1,,,12,
426,Sharp,4630,,92,69000385,,,,12,
427,Sharp,4630,,92,,,,,12,
428,Sharp,4630,,92,,,,,12,
429,Sharp,1910,,92,7900899,,,,12,
430,Sharp,2970 (See Notes),,92,,,,,12,
431,Sharp,1910,,92,79014216,,,,12,
432,Sharp,1875,,92,69004853,,,,12,
433,Sharp,1076,,92,89001241,,,,12,
434,Meto,7lb Scoop Scale,,92,194324,,,,12,
435,Keypos,400,,92,90270023,,,,12,
436,Sharp,1076,,92,7901471x,,,,12,
437,Sharp,1076,,92,69001703,,,,12,
438,Sharp,1076,,92,79040306,,,,12,
439,Sharp,1076,,92,69001343,,,,12,
442,Uniwell,Sys 16,,92,86223511,,,,12,
443,Uniwell,Sys 16,,92,86221511,,,,12,
444,Uniwell,Sys 16,,92,86276911,,,,12,
445,Samsung,1710A,,92,07050237,,,,12,
446,Uniwell,Modem (Rec),,92,,,,,12,
447,Uniwell,Multiplexer,,92,,,,,12,
448,Modem (SEND),Shared with Time Out,,92,,,,,12,
449,Uniwell,RS 232 Boards X 3,,92,,,,,12,
450,Uniwell,Tillmaster 3 S/Ware,,92,,,,,12,
451,Sharp,1910,,92,79000769,,,,12,
452,Casio,,,92,,,,,3,
453,Casio,,,92,,,,,6,
454,Uniwell,Sys 25,,92,,,,,12,
455,Sharp,3100,,92,79006933,,,,12,
456,Keypos,812,,92,81250025,,,,12,
457,Keypos,122,,92,90210236,,,,12,
458,Sharp,1910,,92,79000759,,,,12,
459,Sharp,1875,,92,69015307,,,,12,
460,Omron,RS2410,,92,500230052,1,,10/26/1995 00:00:00,12,
462,Uniwell,Sys 3,,92,63370409,,,,12,
463,Uniwell,Sys 2000,,92,52056712,,,,12,
464,Uniwell,Sys 2000,,92,51465204,,,,12,
465,Uniwell,Sys 2000,,92,6227350,,,,12,
466,Sharp,1076,,92,790073663,,,,12,
467,Sharp,1076,,92,79002970,,,,12,
468,Uniwell,Sys 3,,92,73808003,,,,12,
469,Sharp,1017,,92,6900348Y,,,,12,
470,Sharp,1017,,92,79000572,,,,12,
471,Sharp,1076,,92,69003473,,,,12,
472,Uniwell,Sys U-100,,92,701145,,,,12,
473,Sharp,1017,,92,79003458,,,,12,
474,Sharp,1017,,92,6900131X,,,,12,
475,Uniwell,Sys 4325 Config A,,92,08844509,,,,12,
476,Communication Card,Computer,,92,,3,,,3,
477,Uniwell (OUT OF HOURS),Sys 17A (Upstair Bar,,92,86447812,1,,,3,
478,Uniwell Sys 3 Leisur (OUT OF H,Manag POS(Reception),,92,63428710,1,,,3,
479,Epos Manager,Software,,92,,4,,,3,
480,Tillmaster,Software Package,,92,,4,,,3,
481,Multiplexer for,Info Man. System,,92,,5,,,3,
482,LeisureQuest Info.,Man. Comp. System,,92,,4,,,3,
483,Uniwell (OUT OF HOURS),Sys 3000 Pool,,92,21388902,1,,,3,
484,Uniwell Sys 17 (OUT OF HOURS,Downstairs Bar,,92,08518607,1,,,3,
485,Uniwell Sys 17 (OUT OF HOURS),Pontardulais,,92,09178212,1,,,3,
486,I.D.A.S.,Data Storage Unit,,92,,5,,,3,
487,Sharp (OUT OF HOURS),2908   SWIMMING POOL,,92,89003164,1,,05/22/1995 00:00:00,3,
488,Pace (OUT OF HOURS),Modem,,92,5094 S4118SE0456,5,,07/10/1995 00:00:00,3,
489,Pace,Modem,,92,5093 S4118SE0268,5,,07/10/1995 00:00:00,3,
490,Comm. Board,Communications  Board,,92,,5,,08/06/1996 00:00:00,12,
491,Modem,Modem,,92,,3,,08/06/1996 00:00:00,12,
492,Software,Software,,92,,4,,08/06/1996 00:00:00,12,
493,Keypos,124,,92,80720034,,,,12,
494,Sharp,2371,,92,5900001Y,,,,12,
495,Sharp,2770,,92,6900644,,,,12,
496,Sharp,2770,,92,69001144,,,,12,
497,Uniwell,Sys 16a,,92,85569506,,,,12,
498,Uniwell,Sys 16,,92,,,,,12,
499,Samsung,200,,92,01050588,,,,12,
